RefCode;AtNum;Group;OxSt;Mult;CN;NZ;Rsd;V;S;G3;VCP;RCMTop;PartOmegaOxygen
FIZROY;28;E10;2;4;6;6,11;1,273452;8,6504;24,78768;0,08301455;11,57207;0,012543;0,944913
FIZRUE;23;E5;4;2;6;4,26;1,216239;7,53609;23,34402;0,08492966;9,90628;0,055805;0,99977
FIZRUE;30;E12;2;2;6;6,1;1,31155;9,45025;26,31504;0,0846434;11,5949;0,042844;0,881254
FIZSAL;23;E5;4;2;6;4,14;1,223201;7,66623;23,6972;0,0853796;9,97851;0,048754;0,998153
FIZSAL;25;E7;2;1;6;5,88;1,371263;10,80067;29,22877;0,08388922;14,08522;0;0,997127
FIZSAL;25;E7;2;1;6;5,95;1,361031;10,56069;28,56082;0,08353885;13,8589;0;0,978539
FIZSEP;23;E5;3;2;6;4,13;1,215185;7,51651;23,39021;0,08530752;9,82946;0,054682;0,99945
FIZSEP;27;E9;2;1;4;5,87;1,205401;7,33641;22,10349;0,08659385;0;0;0,616311
FIZSEP;27;E9;2;1;6;6,37;1,267653;8,53276;24,09455;0,08237275;12,06099;0;0,814449
FOCJAL;49;E13;3;8;6;5,63;1,322051;9,67906;27,30466;0,08374315;12,77444;0,027364;1
FOCJAL;49;E13;3;8;6;5,7;1,324002;9,72198;27,38842;0,08369936;12,83133;0,012088;1
FOGKOE;22;E4;4;2;6;4,75;1,21426;7,49935;23,00723;0,08402795;9,83485;0,012424;0,992107
FOGKOE;22;E4;4;2;6;4,78;1,213817;7,49114;23,04302;0,08402254;9,82462;0,008479;0,995755
FOGKOE;23;E5;4;2;6;4,25;1,229434;7,78402;23,58183;0,08491422;10,21813;0,061063;0,982367
FOGKOE;23;E5;4;2;5;4,18;1,234665;7,8838;23,96368;0,08557861;5,12524;0,081653;0,988278
FOGKOE;23;E5;4;2;5;4,21;1,232465;7,84174;23,82559;0,08551333;5,0942;0,08503;0,986193
FOGKOE;23;E5;4;2;6;4,17;1,229232;7,78019;23,75651;0,08537223;10,17435;0,061158;0,988303
FOHXIM;45;E9;2;2;5;5,57;1,322199;9,68232;27,23711;0,08423113;6,47423;0,031594;0,863115
FOHXOS;45;E9;2;4;5;5,58;1,326175;9,76993;27,39816;0,08411602;6,57105;0,008442;0,868546
FOLMUR;21;E3;3;2;8;7,26;1,301426;9,23309;24,6992;0,08073382;19,91274;0,013467;0,976146
FOLMUR;21;E3;3;2;8;7,55;1,304564;9,30003;24,82569;0,08106472;19,64418;0,025064;0,965706
FOMZIT;27;E9;2;2;6;5,43;1,295038;9,0978;26,07927;0,08447594;11,77733;0,067985;0,989682
FOMZIT;27;E9;2;2;6;5,73;1,309592;9,40799;26,66712;0,08382002;12,40364;0,02872;0,986428
FOMZIT;27;E9;2;2;6;5,17;1,309511;9,40623;26,8157;0,08438243;12,13207;0,047876;0,981563
FOPCIZ;19;E1;1;2;8;6,75;1,711641;21,00519;43,21928;0,08303743;39,13189;0,048303;1
FOPCIZ;23;E5;4;2;6;4,25;1,225053;7,70111;23,70823;0,08524027;10,04177;0,071362;1
FOPCIZ;23;E5;4;2;6;4,22;1,227899;7,75491;23,81968;0,08526704;10,11017;0,069753;0,999697
FOPCIZ;23;E5;4;2;6;4,27;1,227171;7,74112;23,82134;0,08568653;9,97021;0,083618;1
FOPCIZ;23;E5;4;2;6;4,29;1,226496;7,72835;23,76644;0,08551265;10,01001;0,087126;1
FOPCIZ;23;E5;4;2;4;3,89;1,263042;8,44;28,28335;0,10006583;2,60543;0,065598;0,999342
GINSII;29;E11;2;48;4;5,27;1,247669;8,13555;24,47755;0,0862486;0;0,0284;0,758306
GINSII;29;E11;2;48;4;5,37;1,257753;8,33441;24,74881;0,08543164;0;0,007139;0,750142
GIPGIY;29;E11;2;48;4;5,32;1,246195;8,10674;24,38697;0,08575671;0;0,019534;0,751366
GIPGIY;29;E11;2;48;4;5,5;1,22965;7,78813;23,64343;0,08482752;0;0,048412;0,729444
GITDIZ;64;Ln;3;4;8;7,03;1,403273;11,57484;28,85188;0,08117686;24,01511;0,019887;0,999324
GIWMAD;49;E13;3;4;7;5,91;1,380945;11,03108;28,89594;0,08198933;18,83048;0,005332;1
GIXJEF;12;E2;2;4;6;5,94;1,273931;8,66016;25,28407;0,08342315;11,50539;0;0,998565
GIXJEF;12;E2;2;4;6;5,76;1,287351;8,93675;25,39213;0,08335635;11,66805;0,004354;0,970735
GIXJEF;20;E2;2;4;7;7,15;1,466592;13,21345;32,15117;0,08354296;19,45234;0,03405;0,989199
GIXJEF01;12;E2;2;4;6;5,98;1,274926;8,68048;25,32705;0,08347547;11,50908;0;0,998373
GIXJEF01;12;E2;2;4;6;5,77;1,292192;9,03794;25,58771;0,08342439;11,76853;0,001263;0,970944
GIXJEF01;20;E2;2;4;7;7,29;1,477811;13,51902;32,46996;0,08322077;19,92976;0,033366;0,986394
GIXJOP;20;E2;2;8;7;5,88;1,443095;12,58847;31,25864;0,08211645;21,09819;0,031507;0,975412
GIXVOB;63;Ln;3;8;9;7,27;1,395873;11,39268;28,32624;0,08068273;28,60272;0,018903;1
GIZTOB;38;E2;2;4;6;5,31;1,682516;19,95107;46,66344;0,10999248;18,42433;0,545668;0,967197
GIZTOB;48;E12;2;8;7;5,83;1,422856;12,06624;30,37514;0,08277436;19,35678;0,046047;0,968515
GOGXOS;82;E14;2;2;10;8,25;1,576684;16,41808;34,91789;0,08139506;48,87452;0,20445;0,937633
GOGXUY;48;E12;2;4;7;6,8;1,420047;11,99491;29,99502;0,081659;21,0853;0,028763;0,932196
GOHCAK;27;E9;2;2;4;4,96;1,344746;10,18614;27,86855;0,09457827;0;0;0,795241
GOHTAB;58;Ln;3;2;10;8,54;1,458366;12,99237;30,28068;0,07949265;36,90323;0,030343;0,994428
GOHTAB;58;Ln;3;2;9;7,9;1,464593;13,15951;31,05166;0,08106371;32,00354;0,06188;0,983986
GOHTEF;62;Ln;3;2;10;8,27;1,424522;12,10867;28,90246;0,07950326;34,6105;0,029476;0,99381
GOHTEF;62;Ln;3;2;9;8,12;1,426904;12,16951;29,40476;0,08084191;29,83747;0,054432;0,980173
GOHTOP;64;Ln;3;2;8;6,98;1,405633;11,63335;28,83459;0,08086486;24,25418;0,033377;0,994791
GOHTOP;64;Ln;3;2;9;6,8;1,403416;11,57838;28,4893;0,07995242;29,15048;0,015822;0,999814
GOHWIM;20;E2;2;2;8;6,97;1,434429;12,36304;30,0502;0,08064222;26,53671;0,021552;0,981769
GOKYUD;29;E11;2;4;5;5,5;1,28932;8,97782;25,6399;0,08461435;5,97402;0,030533;0,85043
GOMQUX;30;E12;2;6;5;5,21;1,351537;10,34122;29,41743;0,09077563;6,7927;0,037706;0,938203
GOMQUX;30;E12;2;12;5;5,15;1,332701;9,91486;27,89937;0,08682182;6,92677;0,035528;0,977939
GOMQUX;30;E12;2;6;6;6,11;1,292685;9,04829;25,52914;0,08329098;12,17974;0,053075;0,885294
GOMRAE;30;E12;2;16;4;4,34;1,416505;11,90538;33,73674;0,09617694;3,69728;0,022793;0,938967
GOMRAE;30;E12;2;32;6;5,19;1,312035;9,46073;26,72859;0,08523209;11,61247;0,026699;0,945816
GOMRAE;30;E12;2;16;6;5,68;1,309724;9,41082;26,60729;0,08380589;12,19075;0,034061;0,96974
GOPPIN;32;E14;2;4;3;4,95;1,521282;14,74747;34,03062;0,09446566;0;0,45722;0,652728
GOPPIN;32;E14;2;4;4;5,25;1,556508;15,79583;34,97099;0,09347927;4,11411;0,481008;0,660288
GOPPIN;32;E14;2;4;3;5,07;1,556809;15,80501;34,97572;0,09514016;0;0,495468;0,664417
GOPPIN;32;E14;2;4;4;5,07;1,585271;16,68781;36,69847;0,09677768;4,06839;0,522283;0,682852
GOPPIN;32;E14;2;4;3;5,11;1,584198;16,65396;36,54584;0,09774896;0;0,54264;0,700717
GOPPIN;32;E14;2;4;3;4,89;1,571931;16,27007;35,87944;0,09857268;0;0,551059;0,667731
HELFAI;57;Ln;3;8;8;5,51;1,61177;17,53872;41,50156;0,10284369;25,00322;0,417758;0,982649
HICPOB;40;E4;4;4;8;7,84;1,280952;8,80415;24,19447;0,08195979;18,10124;0,064354;1
HICPOB;40;E4;4;8;8;7,11;1,274859;8,6791;23,92218;0,08102728;18,36064;0,044725;1
HIJTUS;93;An;5;4;7;4,68;1,339226;10,0612;27,35878;0,08360746;17,48506;0,014578;1
HIJTUS;93;An;5;4;7;4,72;1,336675;10,00384;27,25089;0,08356774;17,34808;0,023719;1
HIJTUS;93;An;5;4;7;4,56;1,350711;10,32229;27,86658;0,08393932;17,96732;0,018557;1
HIJTUS;93;An;5;4;7;4,67;1,352181;10,35602;27,90401;0,08369091;17,91418;0,032761;1
HIKHOB;45;E9;2;4;5;5,65;1,312231;9,46498;26,49681;0,08377531;6,42684;0,01376;0,853477
HIKHOB;45;E9;2;4;5;5,59;1,320662;9,64859;27,05044;0,08405891;6,50242;0,018115;0,867008
HIVFOK;27;E9;2;8;6;5,64;1,298887;9,17916;25,87002;0,08338878;12,20504;0,028822;0,936652
HIVFOK;27;E9;2;8;6;5,61;1,300195;9,20691;25,99399;0,08361626;12,10637;0,019262;0,941051
HIVFOK;27;E9;2;8;6;5,57;1,312837;9,47808;26,61746;0,08413911;12,434;0,041155;0,950446
HIXDAW;40;E4;4;4;8;7,78;1,271953;8,61989;23,87045;0,08201406;17,66667;0,050638;1
HIXDAW;40;E4;4;8;8;7,22;1,273009;8,64138;23,8527;0,08112754;18,24881;0,053154;1
HIXDEA;40;E4;4;4;8;7,76;1,278048;8,7444;24,10001;0,08201724;17,91999;0,04992;1
HIXDEA;40;E4;4;8;8;7,14;1,269817;8,57654;23,72714;0,08103793;18,15912;0,046548;1
HIXDIE;40;E4;4;8;8;7,18;1,278181;8,74714;24,07588;0,08157736;18,26744;0,067169;1
HIXDIE;40;E4;4;4;8;7,82;1,275187;8,68581;23,99401;0,08208372;17,79384;0,057124;1
HIXNEK;27;E9;2;8;6;5,37;1,307502;9,36301;26,54448;0,08399304;12,1768;0,055144;0,995416
HIXNEK;27;E9;2;8;4;4,63;1,398713;11,46237;31,5738;0,09206667;3,88354;0,092185;0,928991
HIXNEK;27;E9;2;8;6;5,8;1,294363;9,08357;25,99212;0,08348328;12,04954;0,026908;0,977655
HOBFAI;29;E11;2;1;4;5,2;1,32332;9,70695;27,57785;0,08687957;0;0;1
HOBFEM;29;E11;2;2;4;4,85;1,398484;11,45675;30,38459;0,09442976;0;0;0,81693
HOBGAJ;29;E11;2;2;4;4,91;1,383289;11,08733;29,75669;0,09214377;0;0;0,8057
HOFROM;56;E2;2;2;12;10,11;1,568419;16,16126;34,0715;0,0784357;57,8956;0;1
HOFROM;65;Ln;3;4;8;7,42;1,400715;11,51165;28,62615;0,08158018;23,80131;0,028532;0,978177
HOFWUX;63;Ln;3;1;10;7,23;1,4473;12,69886;30,22849;0,08073984;32,53153;0;0,992774
HOFWUX;63;Ln;3;2;9;7,16;1,414719;11,86041;29,08761;0,08022377;29,59292;0,01132;1
HOFWUX;63;Ln;3;2;8;7,11;1,404207;11,59796;28,98084;0,08122393;24,1386;0,021543;1
HOFWUX;63;Ln;3;2;8;7,4;1,39789;11,44215;28,60385;0,08150915;23,78228;0,045571;0,987563
HOHJEW;29;E11;2;18;5;5,41;1,290256;8,99738;26,19563;0,08551473;5,85726;0,027481;0,907097
HOHJIA;63;Ln;3;2;9;6,83;1,473794;13,40909;31,51628;0,08068297;32,95591;0,038935;0,994151
HOHJOG;64;Ln;3;2;9;7,11;1,397823;11,4405;28,24067;0,0802987;28,46001;0,025057;0,989223
HOMPOR;59;Ln;3;4;9;7,04;1,467458;13,23689;31,34678;0,08075709;31,35465;0,040974;0,999498
HOMZIV;48;E12;2;4;6;6,03;1,456051;12,93059;31,95417;0,08594032;12,93926;0,078435;0,873509
HONCOF;30;E12;2;4;4;4,69;1,367249;10,7061;29,38545;0,08830388;3,82377;0,066211;0,886979
HOPNAE;22;E4;4;2;6;4,86;1,221593;7,63604;23,43759;0,08437824;9,98115;0,021111;0,99947
HOPNAE;22;E4;4;2;6;4,82;1,219616;7,59902;23,33456;0,08446961;9,95809;0,03555;0,99847
HOPNAE;22;E4;4;2;6;5,08;1,217093;7,55197;23,19132;0,08389683;9,94477;0,019832;1
HOPNAE;22;E4;4;2;6;4,74;1,203706;7,30549;22,45982;0,08411403;9,82918;0,058787;0,937181
HOPNAE;22;E4;4;2;6;5,19;1,220856;7,62223;23,34665;0,08396762;10,03629;0,027111;1
HOPNAE;22;E4;4;2;6;5,66;1,192676;7,10651;21,87568;0,08470594;9,9697;0,108193;0,871741
HOPNAE;22;E4;4;2;6;5,07;1,225202;7,70392;23,38179;0,08440788;9,94822;0,032254;0,980866
HOPNAE;22;E4;4;2;6;4,82;1,226272;7,72411;23,60395;0,08429781;10,13713;0,048587;1
HOPNAE;63;Ln;3;2;9;7,14;1,425568;12,13535;29,55226;0,08052734;30,81893;0,034371;0,999962
HOPNAE;63;Ln;3;2;9;8,51;1,407729;11,68547;28,25901;0,07978687;29,73698;0,033798;0,973924
HOPNAE;63;Ln;3;2;8;7,2;1,4252;12,12595;29,58372;0,08074254;25,06307;0,044662;1
HOPNAE;63;Ln;3;2;8;6,74;1,414182;11,8469;29,49132;0,08167468;24,47667;0,087268;0,995491
HOPNAE;63;Ln;3;2;8;6,9;1,423307;12,0777;30,0673;0,08263958;23,91464;0,090423;0,995943
HOPNAE;63;Ln;3;2;9;7,21;1,433767;12,34594;29,87197;0,08051985;29,42742;0,0424;1
HOQDOJ;39;E3;3;6;8;7,07;1,39429;11,35397;28,36852;0,08134791;23,3461;0,064102;0,976662
HOQDOJ;39;E3;3;6;8;7,01;1,39135;11,28231;28,55239;0,08192812;22,40902;0,021033;0,993565
HOQDOJ;39;E3;3;6;8;6,55;1,379736;11,00212;28,02797;0,08104507;23,15393;0,025966;0,994692
HOQDOJ;39;E3;3;2;9;7,54;1,417832;11,93887;29,43174;0,08386994;27,08008;0,158258;1
HOQWAO;66;Ln;3;2;8;7,5;1,375627;10,90412;27,74707;0,08155111;22,82296;0,044755;0,991845
HORWAP;59;Ln;3;4;8;6,49;1,43745;12,44134;30,69425;0,08144674;25,71226;0,041368;0,99982
HOSFON;68;Ln;3;2;8;7,04;1,371796;10,81328;27,85813;0,08182175;22,29258;0,041067;0,999689
IDINER;67;Ln;3;32;8;6,59;1,393132;11,3257;28,79395;0,08236113;23,22961;0,040443;0,996056
IFANOV;40;E4;4;4;8;7,73;1,286932;8,92803;24,44409;0,08205637;18,2895;0,04115;1
IFANOV;40;E4;4;8;8;7,51;1,278239;8,74831;24,03579;0,0809674;18,58036;0,035332;1
IFANUB;40;E4;4;4;8;7,92;1,285094;8,88984;24,32957;0,08165665;18,37263;0,051058;1
IFANUB;40;E4;4;8;8;7,2;1,283879;8,86463;24,264;0,08104576;18,81329;0,053795;1
INIZAG01;82;E14;2;4;8;7,7;1,551286;15,6374;34,48715;0,08266817;31,02054;0,187717;0,810917
IPRXAL14;13;E13;3;8;4;4,13;1,262872;8,43658;26,13386;0,09235429;2,53333;0,079798;0,878811
IPRXAL14;13;E13;3;4;6;5,96;1,205374;7,33591;22,8598;0,08469221;9,22134;0,000504;1
IPRXAL14;13;E13;3;4;4;4,19;1,254635;8,27257;25,62567;0,09107514;2,52734;0,071922;0,867771
JAFWUI02;20;E2;2;4;8;6,85;1,438562;12,47024;30,51894;0,0814491;26,09244;0,037664;0,99437
JIDPAQ;39;E3;3;48;9;7,9;1,33913;10,05905;25,6996;0,08016475;26,03281;0,06193;0,966561
JIPTOU;66;Ln;3;2;6;5,9;1,433692;12,34401;31,76538;0,0882302;11,57765;0,039004;0,965797
JIRDUM;29;E11;2;4;4;5,53;1,30119;9,22806;25,55629;0,08454775;0;0;0,841292
JIYKIO;3;E1;1;8;4;4,73;1,377795;10,95576;29,97028;0,0908866;3,48034;0,154512;0,807998
JIYKIO;3;E1;1;8;4;4,84;1,387309;11,18428;29,62024;0,08755828;3,76899;0,072392;0,799797
JOCDIR;66;Ln;3;2;8;7,31;1,37935;10,99288;27,98659;0,08080951;23,62804;0,026195;1
JOCDIR;66;Ln;3;2;8;7,54;1,377906;10,95841;27,93416;0,0809254;23,50363;0,024495;1
JOHVOU;30;E12;2;18;4;4,17;1,405681;11,63454;33,13643;0,09565977;3,50011;0,167016;0,93997
JOHVUA;30;E12;2;8;6;5,1;1,31262;9,4734;26,61409;0,08492979;11,59555;0,02269;0,924127
JOHVUA;30;E12;2;4;6;5,49;1,319036;9,61299;26,93853;0,08368864;12,71164;0;0,989577
JOLBAQ;63;Ln;3;4;9;8,3;1,40658;11,65688;28,46732;0,07973415;30,05036;0,017048;0,999626
JOLJOM;11;E1;1;2;6;5,05;1,512988;14,50759;35,59605;0,08460274;18,56883;0,076911;0,985759
JOLJOM;11;E1;1;2;7;5,43;1,563328;16,00438;36,94623;0,08504866;23,81161;0,08317;1
JOLJOM;11;E1;1;2;8;5;1,534059;15,12218;36,02996;0,08579239;31,41232;0,063529;1
JOLJOM;11;E1;1;2;10;6,07;1,902968;28,86576;51,53094;0,08347799;60,50648;0,240752;1
JOLJOM;11;E1;1;2;6;5,56;1,508272;14,37235;35,62824;0,08412497;18,90549;0,037504;1
JOLJOM;22;E4;4;2;4;4,26;1,32331;9,70673;28,73471;0,09312901;3,13041;0,035721;1
JOLJOM;28;E10;2;2;6;5,49;1,284434;8,87614;25,75197;0,08386933;11,58224;0,026631;1
JOLJOM;28;E10;2;2;6;5,94;1,289073;8,97266;25,6368;0,08351388;11,84358;0,042267;0,972701
JOLJOM;74;E6;6;2;6;4,66;1,212491;7,46663;23,31891;0,08517358;9,57629;0,017867;1
JOLJOM;74;E6;6;2;6;4,56;1,206406;7,35476;23,08691;0,08517952;9,43875;0,024083;1
JOLJOM;74;E6;6;2;6;4,69;1,20613;7,34973;22,88642;0,0846565;9,54221;0,029443;0,995679
JOLJOM;74;E6;6;2;6;4,6;1,196411;7,17348;22,69533;0,08518287;9,24867;0,019095;1
JOLJOM;74;E6;6;2;6;4,58;1,204765;7,3248;23,02058;0,08523063;9,41928;0,022844;1
JOLJOM;74;E6;6;2;6;4,6;1,212004;7,45763;23,23453;0,08493617;9,62001;0,030003;1
JOLJOM;74;E6;6;2;6;4,56;1,200789;7,25251;22,88129;0,08524715;9,31162;0,020369;1
JOLJOM;74;E6;6;2;6;4,63;1,20049;7,24711;22,87679;0,08524318;9,29774;0,011756;1
JOLJOM;74;E6;6;2;6;4,58;1,211819;7,45421;23,29429;0,08518776;9,56308;0,024678;1
JOLNAC;30;E12;2;18;5;5,45;1,287656;8,94311;25,77189;0,08523682;5,87077;0,032889;0,874962
JONLUW;25;E7;2;4;6;5,42;1,353748;10,39207;28,3492;0,0836731;13,71095;0,047683;0,959883
JONMAD;28;E10;2;4;6;6,14;1,266127;8,50199;24,2656;0,08253924;11,59326;0,017532;0,888496
JONMOR;30;E12;2;2;6;5,91;1,302727;9,2608;26,16388;0,08336243;12,25655;0,013546;0,964552
JONMUX;25;E7;2;2;6;5,96;1,347629;10,25179;27,99094;0,08345327;13,49692;0,020648;0,965299
JOPVES;63;Ln;3;8;9;7,6;1,414662;11,85895;28,92996;0,08012342;29,11272;0,015054;0,984118
JOPYUL;62;Ln;3;8;9;7,31;1,420877;12,01595;29,28996;0,08018564;29,43495;0,01621;0,999278
JOPZIA;63;Ln;3;4;9;7,69;1,409803;11,73719;28,65301;0,08001073;29,0148;0,019539;0,981935
JOPZIA;63;Ln;3;4;9;7,64;1,406849;11,66355;28,53061;0,08003212;28,84377;0,024123;0,982599
JOPZOG;64;Ln;3;4;9;7,76;1,404303;11,60035;28,42759;0,08003147;28,71714;0,015496;0,984032
JOPZOG;64;Ln;3;4;9;7,69;1,407506;11,67991;28,56204;0,07998964;28,9302;0,018206;0,984349
JOWMUG;3;E1;1;4;4;4,55;1,434155;12,35597;32,4747;0,09247454;3,28097;0,059066;0,973075
JOWMUG;3;E1;1;4;5;4,48;1,394131;11,35009;31,14468;0,0964951;6,71617;0,233586;0,974261
JOWMUG;26;E8;2;4;6;5,52;1,351591;10,34246;28,22639;0,08810747;11,91246;0,161199;0,982512
KISXUI;25;E7;3;8;6;5,55;1,258181;8,34291;24,77649;0,08472385;10,88387;0,033057;0,998481
KISXUI;66;Ln;3;8;9;7,14;1,38087;11,02928;27,59349;0,08004099;27,62649;0,030457;1
KITZAR;57;Ln;3;2;10;8,07;1,474384;13,42518;30,91775;0,07945645;37,5769;0,008785;0,99217
KOCJOE;11;E1;1;2;7;6,29;1,796695;24,29469;49,08932;0,08961817;32,56375;0,292049;0,997461
KOCJOE;11;E1;1;2;7;5,99;1,788591;23,96746;48,17902;0,0921913;30,26758;0,343171;0,991669
KOCJOE;11;E1;1;2;4;4,97;2,176802;43,20616;74,55348;0,11114107;9,01774;0,803591;0,993434
KOCJOE;11;E1;1;2;7;6,45;1,734105;21,84313;43,48423;0,08208841;34,39798;0,109497;0,876176
KOCJOE;11;E1;1;2;6;6,39;1,829584;25,65345;49,4859;0,09093438;26,46852;0,348097;1
KOCJOE;19;E1;1;2;10;7,41;1,69251;20,30872;41,04499;0,08104248;54,6679;0,036429;0,935954
KOCJOE;19;E1;1;2;8;6,75;1,741952;22,141;45,65017;0,09100319;38,69841;0,303774;0,988913
KOCJOE;19;E1;1;2;8;5,93;1,748119;22,37698;45,68704;0,08642905;37,88311;0,159769;0,983334
KOCJOE;32;E14;4;2;4;4,21;1,269185;8,56374;27,06925;0,09505085;2,69833;0,034368;1
KOCJOE;32;E14;4;2;4;4,27;1,277801;8,73933;27,32931;0,09449309;2,77543;0,014379;1
KOCJOE;32;E14;4;2;4;4,18;1,266632;8,51216;27,06518;0,09518988;2,68219;0,022043;1
KOCJOE;40;E4;4;2;8;6,08;1,2965;9,12863;24,91592;0,08138079;19,18269;0,010433;1
KOCJOE;40;E4;4;2;7;5,85;1,306954;9,35124;25,94185;0,08453662;14,34236;0,024673;1
KOCJOE;40;E4;4;2;8;6,14;1,282711;8,84046;24,38495;0,08151795;18,52957;0,017626;1
KOCJOE;40;E4;4;2;8;6,34;1,291496;9,02335;24,7622;0,08177797;18,73689;0,035059;1
KOCJOE;40;E4;4;2;8;6,13;1,2884;8,95862;24,6633;0,08224846;18,33132;0,048256;1
KOCJOE;40;E4;4;2;7;6,05;1,307727;9,36786;25,98413;0,08472072;14,41303;0,051346;1
KOCJOE;74;E6;6;2;6;4,5;1,206222;7,3514;23,10569;0,08549869;9,48475;0,038806;1
KOCJOE;74;E6;6;2;6;4,55;1,205258;7,3338;23,10981;0,08548935;9,37564;0,016259;1
KOCJOE;74;E6;6;2;6;4,5;1,205262;7,33387;23,11334;0,08560207;9,37995;0,031801;1
KOCJOE;74;E6;6;2;6;4,62;1,211352;7,4456;23,33236;0,08550243;9,55794;0,022759;1
KOCJOE;74;E6;6;2;6;4,54;1,207201;7,36931;23,14889;0,08541601;9,48086;0,034371;1
KOCJOE;74;E6;6;2;6;4,61;1,20864;7,39571;23,1569;0,08522153;9,56436;0,031499;1
KOCJOE;74;E6;6;2;6;4,54;1,20702;7,36601;23,15915;0,08540497;9,44509;0,012691;1
KOCJOE;74;E6;6;2;6;4,55;1,204823;7,32586;22,99536;0,08507312;9,44304;0,027148;1
KOCJOE;74;E6;6;2;6;4,6;1,204327;7,31682;23,05998;0,08540706;9,35238;0,011464;1
KOCJOE;74;E6;6;2;6;4,55;1,210736;7,43424;23,25805;0,08530595;9,62035;0,026876;1
KOCJOE;74;E6;6;2;6;4,59;1,207663;7,37778;23,10426;0,08521886;9,5315;0,037599;1
KOCJOE;74;E6;6;2;6;4,52;1,207391;7,3728;23,18693;0,08547599;9,46288;0,020263;1
KOCJOE;74;E6;6;2;6;4,62;1,208495;7,39305;23,17589;0,08536848;9,50638;0,029978;1
KOCJOE;74;E6;6;2;6;4,62;1,216398;7,53903;23,52685;0,08551006;9,6565;0,024036;1
KOCJOE;74;E6;6;2;6;4,56;1,204648;7,32266;23,02892;0,08538631;9,45844;0,040017;1
KOCJOE;74;E6;6;2;6;4,5;1,201133;7,25874;22,91718;0,08531859;9,3151;0,022028;1
KOCJOE;74;E6;6;2;6;4,55;1,212775;7,47187;23,35155;0,08547832;9,65947;0,039429;1
KOCJOE;74;E6;6;2;6;4,49;1,207789;7,3801;23,22545;0,08557534;9,41133;0,014257;1
KOCJOE;74;E6;6;2;6;4,52;1,205151;7,33185;23,07302;0,08536947;9,44649;0,019712;1
KOCJOE;74;E6;6;2;6;4,5;1,204744;7,32442;23,05323;0,08534932;9,41658;0,025912;0,999883
KOCJOE;74;E6;6;2;6;4,55;1,208228;7,38813;23,20164;0,08540913;9,49479;0,022879;1
KOCJOE;74;E6;6;2;6;4,6;1,207463;7,37411;23,13376;0,08538926;9,55239;0,036046;1
KOCJOE;74;E6;6;2;6;4,54;1,2085;7,39314;23,19528;0,08550327;9,56993;0,039678;1
KOCJOE;74;E6;6;2;6;4,6;1,206164;7,35035;23,03589;0,08502259;9,48736;0,023077;1
KOCJOE;74;E6;6;2;6;4,52;1,206473;7,35599;23,14802;0,08543166;9,42308;0,014429;1
KOCJOE;74;E6;6;2;6;4,54;1,199236;7,22442;22,88613;0,08550102;9,20747;0,010738;1
KOCJOE;74;E6;6;2;6;4,59;1,205099;7,33089;23,03583;0,08517366;9,38964;0,014517;1
KOCJOE;74;E6;6;2;6;4,54;1,199097;7,22189;22,83682;0,08535177;9,28664;0,020587;1
KOCJOE;74;E6;6;2;6;4,54;1,200756;7,25192;22,93301;0,08543858;9,23755;0,017898;1
KOCJOE;74;E6;6;2;6;4,5;1,209172;7,40548;23,27594;0,08554591;9,4502;0,016573;1
KOCKEV;11;E1;1;8;6;5,92;1,914551;29,39609;55,76544;0,09833277;21,82234;0,545658;0,975383
KOCKEV;11;E1;1;8;6;5,57;1,96723;31,88998;57,91992;0,10857956;19,39867;0,756983;0,855471
KOCKEV;11;E1;1;8;5;4,7;2,236109;46,83469;77,41401;0,117978;10,52155;0,807913;0,895006
KOCKEV;19;E1;1;8;9;7,52;1,687405;20,1255;41,40586;0,08215733;42,93507;0,053498;1
KOCKEV;32;E14;4;8;4;4,27;1,273519;8,65178;27,03303;0,09429392;2,7561;0,019412;1
KOCKEV;40;E4;4;8;7;5,94;1,303815;9,28403;26,08068;0,08544072;14,4434;0,069829;0,999738
KOCKEV;40;E4;4;8;8;6,81;1,291061;9,01424;24,73092;0,08196083;18,77596;0,031995;1
KOCKEV;40;E4;4;2;8;7,46;1,296645;9,1317;24,85073;0,08169116;19,11935;0;1
KOCKEV;74;E6;6;8;6;4,64;1,20984;7,41776;23,15905;0,08526631;9,50434;0,015299;0,997111
KOCKEV;74;E6;6;8;6;4,5;1,195677;7,16028;22,70393;0,08532031;9,23314;0,022549;1
KOCKEV;74;E6;6;8;6;4,54;1,207574;7,37615;23,16173;0,08561785;9,49207;0,033319;1
KOCKEV;74;E6;6;8;6;4,6;1,198031;7,20266;22,79044;0,08526236;9,22795;0,0047;1
KOCKEV;74;E6;6;8;6;4,54;1,201616;7,26751;22,93562;0,08547256;9,35603;0,034871;1
KOCKEV;74;E6;6;8;6;4,48;1,207066;7,36685;23,19289;0,08556172;9,40691;0,016731;1
KOCKEV;74;E6;6;8;6;4,63;1,216067;7,53289;23,44576;0,08515069;9,6975;0,019385;1
KOCKEV;74;E6;6;8;6;4,54;1,212012;7,45778;23,32269;0,08530577;9,57151;0,021624;1
KOCKEV;74;E6;6;8;6;4,62;1,209751;7,41611;23,17355;0,08505261;9,59764;0,029533;1
KOCKEV;74;E6;6;8;6;4,61;1,197618;7,19521;22,81566;0,08549243;9,18412;0,00735;1
